forecaster,cycle,date,state,call,class,incumbent,source,url,notes
Sabato,2004,6/22/03,CO,Likely R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/22/03,FL,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/22/03,HI,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/22/03,IA,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/22/03,ID,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/22/03,IL,Toss-up,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/22/03,IN,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/22/03,KY,Likely R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/22/03,LA,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/22/03,MD,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/22/03,MO,Likely R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/22/03,NH,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/22/03,NY,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/22/03,OH,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/22/03,OK,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/22/03,OR,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/22/03,SD,Leans D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/22/03,UT,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/22/03,VT,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/22/03,WA,Likely D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/22/03,WI,Likely D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/24/04,IL,Likely D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,AK,Toss-up,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,AL,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,AR,Likely D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,AZ,Likely R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,CA,Likely D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,CO,Toss-up,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,CT,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,FL,Toss-up,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,GA,Likely R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,HI,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,IA,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,ID,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,IL,Leans D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,IN,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,KS,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,KY,Likely R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,LA,Toss-up,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,MD,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,MO,Likely R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,NC,Toss-up,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,ND,Leans D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,NH,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,NV,Leans D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,NY,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,OH,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,OK,Toss-up,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,OR,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,PA,Leans R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,SC,Leans R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,SD,Leans D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,UT,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,VT,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,WA,Likely D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,6/6/04,WI,Likely D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,7/12/04,AK,Toss-up,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,7/12/04,AR,Likely D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,7/12/04,CA,Likely D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,7/12/04,CT,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,7/12/04,GA,Leans R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,7/12/04,HI,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,7/12/04,IA,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,7/12/04,ID,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,7/12/04,KY,Likely R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,7/12/04,LA,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,7/12/04,MO,Likely R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,7/12/04,NC,Toss-up,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,7/12/04,ND,Leans D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,7/12/04,NV,Leans D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,7/12/04,NY,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,7/12/04,OH,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,7/12/04,OK,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,7/12/04,SC,Toss-up,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,7/12/04,VT,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,7/12/04,WA,Likely D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,7/12/04,WI,Likely D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,7/6/04,NC,Leans D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,AK,Toss-up,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,AL,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,AR,Likely D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,AZ,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,CA,Likely D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,CO,Toss-up,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,CT,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,FL,Toss-up,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,GA,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,HI,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,IA,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,ID,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,IL,Likely D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,IN,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,KS,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,KY,Likely R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,LA,Toss-up,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,MD,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,MO,Likely R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,NC,Leans D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,ND,Leans D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,NH,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,NV,Leans D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,NY,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,OH,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,OK,Toss-up,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,OR,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,PA,Leans R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,SC,Leans R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,SD,Leans D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,UT,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,VT,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,WA,Likely D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/4/04,WI,Likely D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,AK,Toss-up,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,AL,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,AR,Likely D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,AZ,Likely R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,CA,Likely D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,CO,Likely R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,FL,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,GA,Leans R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,HI,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,IA,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,ID,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,IN,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,KS,Likely R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,KY,Likely R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,LA,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,MD,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,MO,Likely R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,ND,Leans D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,NH,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,NV,Leans D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,NY,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,OH,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,OK,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,OR,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,PA,Leans R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,SC,Toss-up,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,SD,Leans D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,UT,Safe R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,VT,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,WA,Likely D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,8/5/03,WI,Likely D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,9/7/04,IL,Safe D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,9/7/04,SC,Likely R,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2004,9/7/04,SD,Leans D,iii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,AZ,Leans R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,CA,Safe D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,CT,Safe D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,DE,Safe D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,FL,Leans D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,HI,Safe D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,IN,Safe R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,MA,Safe D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,MD,Leans D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,ME,Safe R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,MI,Safe D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,MN,Toss-up,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,MO,Leans R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,MS,Safe R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,MT,Leans R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,ND,Likely D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,NE,Leans D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,NJ,Leans D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,NM,Safe D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,NV,Safe R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,NY,Safe D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,OH,Leans R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,PA,Leans D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,RI,Toss-up,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,TN,Leans R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,TX,Safe R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,UT,Safe R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,VA,Safe R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,VT,Leans I/D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,WA,Leans D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,WI,Safe D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,WV,Likely D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,1/26/06,WY,Safe R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,10/12/06,MI,Likely D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,10/12/06,MN,Likely D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,10/12/06,NE,Likely D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,10/12/06,VT,Safe I/D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,10/20/06,OH,Leans D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,11/2/06,AZ,Leans R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,11/2/06,CT,Leans Lieberman*,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,11/2/06,OH,Likely D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,11/2/06,PA,Safe D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,11/2/06,RI,Leans D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,11/2/06,VA,Toss-up,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,11/2/06,WA,Likely D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,AZ,Likely R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,CA,Safe D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,CT,Likely D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,DE,Safe D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,FL,Likely D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,HI,Safe D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,IN,Safe R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,MA,Safe D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,MD,Leans D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,ME,Safe R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,MI,Safe D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,MN,Toss-up,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,MO,Toss-up,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,MS,Safe R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,MT,Toss-up,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,ND,Likely D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,NE,Leans D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,NJ,Leans D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,NM,Safe D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,NV,Safe R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,NY,Safe D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,OH,Leans R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,PA,Leans D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,RI,Toss-up,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,TN,Leans R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,TX,Safe R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,UT,Safe R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,VA,Likely R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,VT,Leans I/D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,WA,Leans D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,WI,Safe D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,WV,Likely D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,3/30/06,WY,Safe R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,9/15/06,TN,Toss-up,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,9/15/06,VT,Likely I/D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,9/6/06,CT,Safe D*,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,9/6/06,FL,Safe D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,9/6/06,MI,Leans D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,9/6/06,MN,Leans D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,9/6/06,MT,Leans D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,9/6/06,ND,Safe D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,9/6/06,NJ,Toss-up,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,9/6/06,OH,Toss-up,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,9/6/06,VA,Leans R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2006,9/6/06,WV,Safe D,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2008,10/16/08,GA,Leans R,ii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2008,10/16/08,MN,Toss-up,ii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2008,10/2/08,AK,Leans D,ii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2008,10/2/08,KY,Leans R,ii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2008,10/2/08,MS,Leans R,i,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2008,10/2/08,NC,Toss-up,ii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2008,10/2/08,NM,Likely D,ii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2008,10/2/08,OR,Toss-up,ii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2008,10/2/08,VA,Safe D,ii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2008,10/23/08,AK,Toss-up,ii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2008,10/23/08,AL,Safe R,ii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2008,10/23/08,AR,Safe D,ii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2008,10/23/08,CO,Likely D,ii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
Sabato,2008,10/23/08,DE,Safe D,ii,,spreadsheets provided to us (someone at Crystal Ball went through old press releases),,
